ResponseId,Q120,MainBranch,Age,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,BuyNewTool,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,AISearchHaveWorkedWith,AISearchWantToWorkWith,AIDevHaveWorkedWith,AIDevWantToWorkWith,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,SOAI,AISelect,AISent,AIAcc,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,AINextSomewhat different,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,ProfessionalTech,Industry,SurveyLength,SurveyEase,ConvertedCompYearly
393,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Not employed, and not looking for work",NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;Friend or family member;Hackathons (virtual or in-person);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp;Other (please specify):","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Auditory material (e.g., podcasts);Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos;Programming Games;Other (Please specify):",Codecademy;Udemy;Pluralsight;Skillsoft,27,NA,NA,NA,NA,Given a list,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Other (please specify):;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool;Research companies that have emailed me,Romania,NA,NA,Bash/Shell (all shells);JavaScript;Python,Perl;PowerShell;VBA;Visual Basic (.Net),PostgreSQL,NA,Google Cloud;OpenShift,NA,NA,NA,Pandas;TensorFlow,NA,Ansible;Docker;Kubernetes;Pulumi;Terraform,NA,Nano;Notepad++;Visual Studio Code,NA,Ubuntu;Windows;Windows Subsystem for Linux (WSL),,NA,NA,Cisco Webex Teams;Google Meet;Microsoft Teams;Telegram;Whatsapp,NA,Bing AI;ChatGPT,NA,NA,NA,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Could use AI to find similar asked questions,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA
394,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Student, full-time",NA,NA,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Written-based Online Courses;Written Tutorials;Stack Overflow;Interactive tutorial,NA,7,NA,NA,NA,NA,Other,Start a free trial;Read ratings or reviews on third party sites like G2 Crowd,United Kingdom of Great Britain and Northern Ireland,NA,NA,Bash/Shell (all shells);C;Haskell;HTML/CSS;Java;JavaScript;Prolog;Python;Rust;SQL,Bash/Shell (all shells);C;Haskell;HTML/CSS;Java;JavaScript;Python;Rust;SQL,PostgreSQL;SQLite;Supabase,PostgreSQL;SQLite;Supabase,NA,NA,Flask;jQuery,Flask;jQuery,NA,NA,Cargo;Docker;Pip,Cargo;Docker;Pip,Visual Studio Code,Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Red Hat;Windows,Markdown File,Markdown File,Discord;Whatsapp,Discord;Whatsapp,Bing AI,Bing AI;ChatGPT,NA,NA,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"No, not really",NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA
395,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,Some college/university study without earning a degree,Colleague;Hackathons (virtual or in-person);Online Courses or Certification;On the job training,NA,Udemy;Pluralsight,6,5,DevOps specialist,500 to 999 employees,I have a great deal of influence,Investigate,Start a free trial,Israel,"ILS	Israeli new shekel",NA,Bash/Shell (all shells);Go;PowerShell,Bash/Shell (all shells);PowerShell,Microsoft SQL Server,Microsoft SQL Server,Amazon Web Services (AWS);Cloudflare,Amazon Web Services (AWS);Cloudflare,NA,NA,.NET (5+) ;RabbitMQ,.NET (5+) ;RabbitMQ,Ansible;Chocolatey;Docker;Homebrew;Kubernetes;MSBuild;npm;Pip;Terraform,Ansible;Chocolatey;Docker;Homebrew;Kubernetes;MSBuild;npm;Pip;Terraform,Visual Studio Code,Visual Studio Code,MacOS;Ubuntu;Windows,MacOS;Ubuntu;Windows,Jira,Jira,Google Meet;Zoom,Google Meet;Zoom,ChatGPT,ChatGPT,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",NA,Yes,Favorable,Greater efficiency;Speed up learning,Somewhat trust,Documenting code;Testing code;Committing and reviewing code,Writing code,,,,,,Writing code,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too short,Easy,NA
396,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Hackathons (virtual or in-person);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow;Interactive tutorial",Codecademy;Udemy;Pluralsight;Coursera,10,2,DevOps specialist,"10,000 or more employees",I have little or no influence,NA,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Other (please specify):;Ask a generative AI tool,Netherlands,EUR European Euro,48000,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;TypeScript,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Rust;TypeScript,Cassandra;Elasticsearch;PostgreSQL,Cassandra;Elasticsearch;PostgreSQL,Amazon Web Services (AWS);Microsoft Azure;Netlify;OpenShift,Microsoft Azure;OpenShift,Spring Boot;Vue.js,Spring Boot;Vue.js,Apache Kafka;Spring Framework,Apache Kafka;Spring Framework,Chocolatey;Composer;Docker;Kubernetes;Maven (build tool);npm;Podman;Vite;Yarn,Docker;Kubernetes;Maven (build tool);npm;pnpm;Podman;Vite;Yarn,IntelliJ IDEA;Nano;Visual Studio Code,IntelliJ IDEA;Nano;Visual Studio Code,Android;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Android;Red Hat;Windows;Windows Subsystem for Linux (WSL),Azure Devops;Confluence;Markdown File;Miro;Stack Overflow for Teams,Azure Devops;Confluence;Markdown File;Stack Overflow for Teams,Discord;Mattermost;Microsoft Teams;Whatsapp,Discord;Mattermost;Microsoft Teams;Whatsapp,ChatGPT;Perplexity AI,ChatGPT;Perplexity AI,NA,NA,Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,"When typing the question, to have AI search for better solution that already has been found (or created). Or let the AI make some recommendation to ask the user if he/she already did some mundane tasks to fix the problem?","No, but I plan to soon",Unsure,NA,Somewhat distrust,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,4,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,3-5 times a week,1-2 times a week,1-2 times a week,60-120 minutes a day,Over 120 minutes a day,DevOps function;Microservices;Automated testing;Observability tools;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Financial Services,Too long,Neither easy nor difficult,51403
397,I agree,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed",Remote,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):,NA,NA,19,11,Other (please specify):,2 to 9 employees,I have a great deal of influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Other (please specify):;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd,United States of America,"USD	United States dollar",180000,Assembly;Bash/Shell (all shells);C;C#;C++;F#;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;SQL;Swift;TypeScript,Ada;Assembly;C;C#;C++;F#;HTML/CSS;TypeScript,Firebird;Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Microsoft SQL Server;PostgreSQL;SQLite,Amazon Web Services (AWS);Managed Hosting;Microsoft Azure,Microsoft Azure,Angular;ASP.NET;ASP.NET CORE;Blazor;CodeIgniter;Express;jQuery;Node.js;React,ASP.NET CORE;Blazor;Svelte;Vue.js,.NET (5+) ;.NET Framework (1.0 - 4.8),.NET (5+) ;.NET MAUI;Apache Kafka;CUDA;Hugging Face Transformers;Opencv;OpenGL;TensorFlow,Cargo;Chocolatey;CMake;GNU GCC;MSVC;npm;NuGet;Pip;Visual Studio Solution,NA,Emacs;Nano;Neovim;Notepad++;Vim;Visual Studio Code;Xcode,Visual Studio Code;Xcode,Windows,Windows,Azure Devops;GitHub Discussions;Markdown File;Wikis,Azure Devops;GitHub Discussions;Markdown File,Discord;IRC;Microsoft Teams;Signal;Slack;Telegram;Zoom,NA,ChatGPT;WolframAlpha,WolframAlpha,NA,NA,Stack Overflow;Stack Exchange;Collectives on Stack Overflow,Multiple times per day,Yes,Multiple times per day,"Yes, definitely","StackOverflow should use AI to determine the overall quality of a question, but especially readability and supplied detail in questions and should be more aggressive in encouraging users to improve their posts.","No, but I plan to soon",Unsure,NA,Highly distrust,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,10,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Agree,Strongly agree,1-2 times a week,Never,Never,15-30 minutes a day,Less than 15 minutes a day,Microservices;Automated testing;Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Difficult,180000
398,I agree,I am a developer by profession,18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Written Tutorials;Click to write Choice 20;Stack Overflow,NA,6,1,"Developer, embedded applications or devices","10,000 or more employees",I have little or no influence,NA,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,India,"INR	Indian rupee",1050000,C;C++;Go;HTML/CSS;Python;Rust;SQL;TypeScript,Go;Rust;SQL;TypeScript,Cockroachdb;PostgreSQL;Redis;SQLite,Cockroachdb;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Cloudflare;Vercel,Express;Svelte,Svelte,Tauri,Tauri,Cargo;CMake;Kubernetes;Make;Vite,Cargo;Kubernetes;Terraform;Vite,Visual Studio Code,Visual Studio Code,Debian;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Debian;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Azure Devops;Markdown File,Markdown File,Discord;Microsoft Teams;Whatsapp,Discord;Signal;Whatsapp,ChatGPT,ChatGPT,GitHub Copilot,NA,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat","It would help produce higher quality questions and answers, especially for non native english speakers","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,1,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,Innersource initiative;Developer portal or other central places to find tools/services,"Manufacturing, Transportation, or Supply Chain",Appropriate in length,Easy,12723
399,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, part-time","Hybrid (some remote, some in-person)",Hobby;School or academic work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Written Tutorials;Click to write Choice 20;Stack Overflow,NA,9,2,Academic researcher,2 to 9 employees,I have little or no influence,NA,NA,Germany,EUR European Euro,35000,Bash/Shell (all shells);Python,Bash/Shell (all shells);Julia;Python,NA,NA,NA,NA,NA,NA,NumPy;Pandas,JAX;NumPy;Pandas,NA,NA,IPython;Jupyter Notebook/JupyterLab;Vim;Visual Studio Code,IPython;Jupyter Notebook/JupyterLab;Vim;Visual Studio Code,Windows,MacOS;Other Linux-based,Markdown File,NA,Microsoft Teams;Zoom,Zoom,ChatGPT;WolframAlpha,ChatGPT;WolframAlpha,NA,NA,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,NA,Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning,Neither trust nor distrust,Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code,Learning about a codebase,Project planning;Committing and reviewing code;Collaborating with teammates ,,,,,Learning about a codebase,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,37481
400,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial,edX;Coursera,15,3,Research & Development role,"1,000 to 4,999 employees",I have little or no influence,NA,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Switzerland,"CHF	Swiss franc",105000,C++;HTML/CSS;Java;Kotlin;MATLAB;Python;Scala,Java;Kotlin;MATLAB;Python,Dynamodb,Dynamodb,Amazon Web Services (AWS),Amazon Web Services (AWS),WordPress,NA,Keras;Opencv;OpenGL;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,CUDA;Opencv;OpenGL,Docker;Gradle;Maven (build tool);npm;Pip;Visual Studio Solution,Gradle;Visual Studio Solution,Android Studio;Atom;CLion;Eclipse;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Nano;Notepad++;Sublime Text;Visual Studio Code,Android Studio;IntelliJ IDEA;Visual Studio Code,Android;Ubuntu;Windows,Windows,Jira;Markdown File;Wikis,Jira;Markdown File;Wikis,Jitsi;Microsoft Teams;Signal;Telegram;Whatsapp;Zoom,Microsoft Teams;Signal;Telegram;Whatsapp,ChatGPT;WolframAlpha,ChatGPT;WolframAlpha,Mintlify;Tabnine,Mintlify,Stack Overflow;Stack Exchange;Collectives on Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,NA,"No, but I plan to soon",Favorable,NA,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,3,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Never,1-2 times a week,1-2 times a week,30-60 minutes a day,Less than 15 minutes a day,DevOps function;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery,Other,Appropriate in length,Easy,115727
401,I agree,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,Hobby;Contribute to open-source projects,Some college/university study without earning a degree,"Colleague;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Programming Games,NA,20,10,"Developer, full-stack",2 to 9 employees,I have some influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Italy,EUR European Euro,NA,Go;HTML/CSS;JavaScript;Julia;Kotlin;Python;Swift;TypeScript,Go;HTML/CSS;Lua;Prolog;Zig,Elasticsearch;MariaDB;MySQL;Redis,PostgreSQL;SQLite,Hetzner;Managed Hosting;Scaleway,Hetzner;VMware,AngularJS;Node.js;React;Svelte,React;Solid.js,Apache Kafka,SwiftUI,Docker;npm;Pacman,Docker;Pacman;Unreal Engine,Neovim;Vim,Neovim;Visual Studio Code;Xcode,Arch;iOS;MacOS;Other Linux-based,Arch;MacOS,Asana;Markdown File,Markdown File,Discord;Google Meet;Signal;Skype;Slack,Discord;Signal;Skype;Slack,NA,NA,NA,NA,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Individual contributor,10,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,1-2 times a week,1-2 times a week,1-2 times a week,60-120 minutes a day,15-30 minutes a day,Microservices;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery,"Information Services, IT, Software Development, or other Technology",Too long,Neither easy nor difficult,NA
402,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Professional development or self-paced learning from online courses;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Friend or family member;Online Courses or Certification;On the job training,NA,Udemy;Coursera,9,8,"Developer, front-end","5,000 to 9,999 employees",I have some influence,Investigate,Start a free trial;Ask developers I know/work with,Pakistan,"PKR	Pakistani rupee",NA,HTML/CSS;JavaScript;SAS;TypeScript,Python;TypeScript,MongoDB;MySQL,NA,NA,NA,Angular;AngularJS;jQuery;WordPress,Angular;jQuery;React;Vue.js;WordPress,Hadoop,NA,NA,NA,Notepad++;Sublime Text;Visual Studio Code,Visual Studio Code,Android;Windows,Android;Windows,Azure Devops;Confluence;Jira,Azure Devops;Confluence;Jira,Google Chat;Google Meet;Microsoft Teams;Slack;Whatsapp;Zoom,Google Chat;Google Meet;Microsoft Teams;Whatsapp,NA,NA,NA,NA,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, definitely",NA,"No, but I plan to soon",Unsure,NA,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Difficult,NA
